
2024-09-30 20:38:16.460020 - skodaracing24 (556943853): None - Type: Photo  |  ChatID: -1002124483077
2024-10-09 22:08:13.583029 - B500OP98 (1443833264): Потом на матан к часу - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:08:17.487467 - i_toksichen (7145369362): ты еблан? - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:08:19.844989 - i_toksichen (7145369362): гто - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:08:22.876159 - skodaracing24 (556943853): Хотя у меня пары в 12 начнутся ебать может даже схожу - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:08:24.460244 - verdise (6751720805): пиздец - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:08:24.730532 - GroupAnonymousBot (1087968824): я правду говорю вообще то - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:08:28.672059 - verdise (6751720805): а кто вас на гто записал? - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:08:32.652213 - i_toksichen (7145369362): сам - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:08:36.184622 - B500OP98 (1443833264): Артур - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:08:37.592317 - verdise (6751720805): да мы поняли - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:08:43.541508 - skodaracing24 (556943853): Хотя мы так накидаемся что ты Серега будешь до лифта нас тащить - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:08:47.466546 - B500OP98 (1443833264): Я просто сьебу с антохой - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:08:51.569914 - verdise (6751720805): постараюсь - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:09:03.565184 - skodaracing24 (556943853): Бля Максика тащить это пиздец - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:09:03.773769 - verdise (6751720805): ну заебись
Значок получите это же ахуенно - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:09:07.246126 - verdise (6751720805): +баллы к поступлению - Type: Command  |  ChatID: -1002124483077


2024-10-09 22:09:11.405983 - skodaracing24 (556943853): Спину нахуй сорвешь - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:09:18.042877 - B500OP98 (1443833264): Ахахаха - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:09:20.431164 - i_toksichen (7145369362): +по ебалу +грыжа +респект - Type: Command  |  ChatID: -1002124483077


2024-10-09 22:09:22.386073 - skodaracing24 (556943853): Он видимо в кустах останется - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:09:29.830711 - verdise (6751720805): позвоню товарищу как его там Оленьекову - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:09:37.947180 - verdise (6751720805): на танке прокатит максика - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:09:58.360827 - skodaracing24 (556943853): Позвоним в службу эвакуаторов - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:10:07.320176 - skodaracing24 (556943853): Чтобы нас машину эвакуировали - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:10:09.714846 - verdise (6751720805): +баллы к егэ - Type: Command  |  ChatID: -1002124483077


2024-10-09 22:10:29.722002 - skodaracing24 (556943853): Или похуй спиздим кран строительный - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:10:32.090746 - B500OP98 (1443833264): +если сдадут - Type: Command  |  ChatID: -1002124483077


2024-10-09 22:10:34.980080 - verdise (6751720805): Витек - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:10:36.327617 - B500OP98 (1443833264): Ахахаха - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:10:36.550350 - skodaracing24 (556943853): А окно его доставим - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:10:37.615222 - verdise (6751720805): Артур - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:10:41.718429 - verdise (6751720805): Вам кидали такой тест? - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:10:43.863200 - verdise (6751720805): None - Type: Photo  |  ChatID: -1002124483077


2024-10-09 22:10:43.863200 - verdise (6751720805): None - Type: Photo  |  ChatID: -1002124483077


2024-10-09 22:10:48.676996 - B500OP98 (1443833264): Нет - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:10:52.387627 - i_toksichen (7145369362): Покамись нет - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:10:53.474928 - verdise (6751720805): ебать я угараю - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:10:53.909458 - skodaracing24 (556943853): АХАХАХАХАХ - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:11:02.465499 - verdise (6751720805): None - Type: Photo  |  ChatID: -1002124483077


2024-10-09 22:11:02.465499 - verdise (6751720805): None - Type: Photo  |  ChatID: -1002124483077


2024-10-09 22:11:08.008870 - verdise (6751720805): Это школьникам кидают - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:11:10.632458 - verdise (6751720805): я прям ахуел - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:11:14.910914 - B500OP98 (1443833264): У меня был - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:11:15.192994 - verdise (6751720805): Хотите ли вы иметь детей? - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:11:15.858142 - GroupAnonymousBot (1087968824): а дада - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:11:19.540374 - GroupAnonymousBot (1087968824): там есть такая хуйня - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:11:20.215081 - skodaracing24 (556943853): Аххаахахах сука - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:11:23.758335 - i_toksichen (7145369362): Иметь сколько штук за раз? - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:11:29.925717 - skodaracing24 (556943853): Тест на пидора в прямом смысле - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:11:31.462334 - GroupAnonymousBot (1087968824): в 11 классе там про интим говорят - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:11:36.430728 - B500OP98 (1443833264): Рил - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:11:37.753699 - verdise (6751720805): сколько детей вы хотите иметь
1
2
3
4 и более - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:11:46.004025 - GroupAnonymousBot (1087968824): 100000 - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:11:49.766120 - GroupAnonymousBot (1087968824): как у султана - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:11:50.193058 - i_toksichen (7145369362): Ну четверых стразу трахнуть осилю - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:11:51.531708 - B500OP98 (1443833264): Мы в 10 с шефом болтали про секс - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:11:53.916172 - verdise (6751720805): а в конце
напишите имя и фамилию - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:12:01.739431 - B500OP98 (1443833264): Ахахаха - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:12:07.978183 - GroupAnonymousBot (1087968824): дай я пройду - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:12:11.584310 - GroupAnonymousBot (1087968824): скинь тест - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:12:16.324814 - verdise (6751720805): щас - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:12:38.553962 - skodaracing24 (556943853): Ага блять  P Diddy мамкин - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:12:40.024114 - B500OP98 (1443833264): None - Type: Sticker  |  ChatID: -1002124483077


2024-10-09 22:12:41.507880 - B500OP98 (1443833264): None - Type: Sticker  |  ChatID: -1002124483077


2024-10-09 22:12:49.226437 - skodaracing24 (556943853): Артур Трахтенберг - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:12:50.436967 - verdise (6751720805): ой бля - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:12:51.248211 - i_toksichen (7145369362): Это мой фанат - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:13:03.131706 - verdise (6751720805): детское масло
песня эта he knows - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:13:14.073141 - B500OP98 (1443833264): Артур  eblan - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:13:18.032434 - GroupAnonymousBot (1087968824): я был на вечеринке пи диди - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:13:21.762605 - verdise (6751720805): ХАПХАПХВАХПХВАПХВ - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:13:22.364650 - GroupAnonymousBot (1087968824): там было заебись - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:13:22.824643 - verdise (6751720805): ПХВАХПХВАПХВАХП - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:13:24.546683 - B500OP98 (1443833264): Да? - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:13:27.044915 - i_toksichen (7145369362): Реал - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:13:27.200857 - verdise (6751720805): Дети были? - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:13:30.552796 - verdise (6751720805): Это ты убил Майкла? - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:13:31.340000 - B500OP98 (1443833264): Ну поебался? - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:13:33.239675 - GroupAnonymousBot (1087968824): там пиздец был - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:13:43.620933 - i_toksichen (7145369362): я ток тентасьена - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:13:52.262152 - GroupAnonymousBot (1087968824): ты там пятку майклу дежсону лизал - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:13:53.839211 - GroupAnonymousBot (1087968824): я видел - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:13:58.584405 - verdise (6751720805): she knows
she know
i know, she knows - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:13:59.408895 - GroupAnonymousBot (1087968824): хуль вопросы задаешь - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:14:11.398950 - verdise (6751720805): https://anketolog.ru/students2024 - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:14:21.530939 - i_toksichen (7145369362): Это на оценку? - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:14:22.011801 - B500OP98 (1443833264): Пиздабол - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:14:28.264848 - i_toksichen (7145369362): Это на весь урок? - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:14:55.989440 - B500OP98 (1443833264): Я его петь учил - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:15:01.744743 - verdise (6751720805): у меня браузер блочит сайт - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:15:03.873382 - B500OP98 (1443833264): Да - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:15:11.922998 - i_toksichen (7145369362): Щас продем - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:15:12.117800 - B500OP98 (1443833264): Пройдёшь будет бонус - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:15:19.367232 - i_toksichen (7145369362): Поездка? - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:15:24.284672 - B500OP98 (1443833264): По ебалу сковородкоц - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:15:42.508721 - verdise (6751720805): None - Type: Photo  |  ChatID: -1002124483077


2024-10-09 22:15:42.508721 - verdise (6751720805): None - Type: Photo  |  ChatID: -1002124483077


2024-10-09 22:15:42.994680 - verdise (6751720805): АХАХАХАХХАХА - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:15:58.406805 - verdise (6751720805): Указал что школьник старше 27 - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:16:15.726464 - B500OP98 (1443833264): Зря - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:16:29.584361 - B500OP98 (1443833264): На сво сразу поедишь - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:16:36.061748 - B500OP98 (1443833264): Жди завтра за тобой приедут - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:16:51.185503 - B500OP98 (1443833264): Будут воспитывать патриотизм в тебе - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:17:27.073623 - GroupAnonymousBot (1087968824): None - Type: Photo  |  ChatID: -1002124483077


2024-10-09 22:17:27.073623 - GroupAnonymousBot (1087968824): None - Type: Photo  |  ChatID: -1002124483077


2024-10-09 22:17:30.442695 - GroupAnonymousBot (1087968824): None - Type: Photo  |  ChatID: -1002124483077


2024-10-09 22:17:30.443273 - GroupAnonymousBot (1087968824): None - Type: Photo  |  ChatID: -1002124483077


2024-10-09 22:17:43.587423 - verdise (6751720805): хахаха - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:17:44.684362 - verdise (6751720805): пизда - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:18:38.836716 - skodaracing24 (556943853): Это ты тот шестилетний мальчик которого ебали ? - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:18:57.309827 - verdise (6751720805): None - Type: GIF  |  ChatID: -1002124483077


2024-10-09 22:18:57.310057 - verdise (6751720805): None - Type: GIF  |  ChatID: -1002124483077


2024-10-09 22:22:05.215485 - GroupAnonymousBot (1087968824): я тупак - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:22:26.213406 - verdise (6751720805): ты тупайя - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:22:34.071027 - verdise (6751720805): None - Type: Photo  |  ChatID: -1002124483077


2024-10-09 22:22:34.071356 - verdise (6751720805): None - Type: Photo  |  ChatID: -1002124483077


2024-10-09 22:24:38.121723 - verdise (6751720805): None - Type: Photo  |  ChatID: -1002124483077


2024-10-09 22:24:38.122227 - verdise (6751720805): None - Type: Photo  |  ChatID: -1002124483077


2024-10-09 22:26:04.718355 - GroupAnonymousBot (1087968824): че ты чеснок ебливый - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:26:17.884806 - i_toksichen (7145369362): Блять сколько тут вопросов? - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:26:32.084622 - verdise (6751720805): Лук хуюк - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:26:36.491466 - verdise (6751720805): Да хуй знает - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:26:39.458369 - verdise (6751720805): Я просто угараю - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:40:32.134757 - i_toksichen (7145369362): Заебался отвечать но прошел - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:51:19.595327 - skodaracing24 (556943853): Ты дурак - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:52:04.334486 - GroupAnonymousBot (1087968824): саси - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:52:53.892455 - i_toksichen (7145369362): Прочитай фрагмент рецензии, составленной на основе текста для анализа № 3. В этом фрагменте рассматриваются языковые особенности текста. Некоторые термины, использованные в рецензии, пропущены. Вставь на места пропусков (А, Б, В, Г) цифры, соответствующие номерам терминов из списка. Запиши в таблицу под каждой буквой соответствующую цифру.
Текст А. Платонова характеризуется активным использованием лексических средств выразительности, среди которых представлены (А)______ («разоспавшегося» в предложении 25; «голова» в предложении 28), (Б)______ («фашист, он действует для одного своего удовольствия» в предложении 5; «силой солдата» в предложении 3). Особую экспрессию тексту придают такие синтаксические средства, как (В)______ (предложения 15–17) и (Г)______ (предложения 4–5).
1) оксюморон
2) развёрнутая метафора
3) антитеза
4) анафора
5) эпифора
6) разговорная лексика
7) градация
8) контекстные антонимы
9) метонимия - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:52:56.080064 - i_toksichen (7145369362): блять - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:53:27.198935 - i_toksichen (7145369362): @B500OP98 - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:54:36.155054 - i_toksichen (7145369362): Ладно он русский не делает - Type: Text  |  ChatID: -1002124483077


2024-10-09 22:54:58.273145 - skodaracing24 (556943853): Губой своей тряси лох - Type: Text  |  ChatID: -1002124483077


2024-10-09 23:05:58.984674 - GroupAnonymousBot (1087968824): член мой отсоси - Type: Text  |  ChatID: -1002124483077


2024-10-09 23:05:58.985175 - skodaracing24 (556943853): Твой не буду - Type: Text  |  ChatID: -1002124483077


2024-10-09 23:05:58.986174 - skodaracing24 (556943853): Он маленький - Type: Text  |  ChatID: -1002124483077


2024-10-09 23:05:58.986710 - GroupAnonymousBot (1087968824): куда денешься - Type: Text  |  ChatID: -1002124483077


2024-10-09 23:05:58.987195 - GroupAnonymousBot (1087968824): для тебя и такой в радость будет смоковать - Type: Text  |  ChatID: -1002124483077


2024-10-09 23:05:58.987695 - skodaracing24 (556943853): Откушу тебе его - Type: Text  |  ChatID: -1002124483077


2024-10-09 23:05:58.988194 - skodaracing24 (556943853): Че будешь делать - Type: Text  |  ChatID: -1002124483077


2024-10-09 23:05:58.988857 - GroupAnonymousBot (1087968824): новый отращу - Type: Text  |  ChatID: -1002124483077


2024-10-09 23:05:58.989194 - GroupAnonymousBot (1087968824): у меня как у ящерицы - Type: Text  |  ChatID: -1002124483077


2024-10-09 23:05:58.989694 - skodaracing24 (556943853): вырастит еще меньше - Type: Text  |  ChatID: -1002124483077


2024-10-09 23:05:58.990194 - GroupAnonymousBot (1087968824): еще больше - Type: Text  |  ChatID: -1002124483077

